,NO2,temp,ws,wd,Volume,Lockdown,hour,day_of_week,month,day,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,wd_1,wd_2,wd_3,wd_4
2018-01-11 06:00:00,52.752430000000004,-0.1,0.8,17.9,201,0,6,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018-01-11 07:00:00,62.9266,0.6,0.9,328.4,531,0,7,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 08:00:00,70.68301,1.1,1.5,313.0,650,0,8,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 09:00:00,70.68301,1.1,1.5,313.0,498,0,9,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 10:00:00,70.68301,1.1,1.5,313.0,405,0,10,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 11:00:00,70.68301,1.1,1.5,313.0,405,0,11,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 12:00:00,61.150259999999996,2.7,1.8,309.8,470,0,12,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 13:00:00,55.84946,2.8,2.1,294.4,468,0,13,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 14:00:00,61.138630000000006,2.9,2.5,301.3,571,0,14,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 15:00:00,58.32374,3.0,2.5,321.9,607,0,15,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 16:00:00,57.93351,2.9,2.2,315.5,606,0,16,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 17:00:00,57.36146,3.0,1.6,326.6,679,0,17,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 18:00:00,56.12519,3.1,0.5,275.7,561,0,18,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-11 19:00:00,55.91206999999999,3.3,1.0,190.0,287,0,19,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-11 20:00:00,58.81919,3.2,1.1,165.3,283,0,20,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-11 21:00:00,55.030269999999994,3.2,1.2,126.6,134,0,21,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-11 22:00:00,53.5063,3.4,1.2,109.5,166,0,22,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-11 23:00:00,55.722190000000005,3.4,1.4,105.3,72,0,23,3,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 00:00:00,50.207570000000004,1.3,1.9,118.6,23,0,0,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 01:00:00,45.33405,2.1,1.8,123.2,16,0,1,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 02:00:00,42.91738,2.4,2.5,121.7,18,0,2,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 03:00:00,43.057179999999995,2.7,2.4,120.5,54,0,3,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 04:00:00,40.93765,2.9,2.7,120.8,56,0,4,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 05:00:00,40.3584,3.4,3.5,139.2,115,0,5,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 06:00:00,42.618990000000004,3.6,4.1,141.8,239,0,6,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 07:00:00,47.97583,3.6,4.4,141.2,556,0,7,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 08:00:00,46.882709999999996,3.6,4.7,145.2,644,0,8,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 09:00:00,52.715740000000004,3.4,4.3,147.8,482,0,9,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 10:00:00,44.163759999999996,3.2,4.2,160.1,363,0,10,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 11:00:00,41.02628,3.2,4.2,159.1,463,0,11,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 12:00:00,43.18908,3.2,4.3,158.3,492,0,12,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 13:00:00,51.4579,3.2,4.4,154.8,514,0,13,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 14:00:00,42.57141,3.1,4.7,154.2,580,0,14,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 15:00:00,46.33632,3.0,4.8,155.5,576,0,15,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 16:00:00,48.952729999999995,2.9,5.0,158.1,644,0,16,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 17:00:00,44.56675,1.6,3.4,147.8,639,0,17,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 18:00:00,46.156290000000006,1.2,3.9,142.7,455,0,18,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 19:00:00,41.179520000000004,1.1,4.6,145.7,268,0,19,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 20:00:00,40.1443,1.0,4.9,149.3,227,0,20,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 21:00:00,38.78302,0.9,5.4,149.1,161,0,21,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 22:00:00,32.556999999999995,1.4,5.4,154.9,146,0,22,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-12 23:00:00,28.698929999999997,2.8,6.0,164.4,92,0,23,4,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 00:00:00,26.24969,3.9,6.2,156.6,87,0,0,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 01:00:00,25.16395,3.4,6.5,155.2,48,0,1,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 02:00:00,17.39556,3.2,6.3,156.8,42,0,2,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 03:00:00,12.86408,3.9,6.4,160.9,42,0,3,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 04:00:00,10.576030000000001,4.0,7.0,162.8,102,0,4,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 05:00:00,11.45694,4.0,7.5,165.4,116,0,5,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 06:00:00,12.19137,4.0,7.4,163.6,132,0,6,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 07:00:00,13.257670000000001,3.8,7.2,165.3,150,0,7,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 08:00:00,18.34348,3.7,7.1,162.6,208,0,8,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 09:00:00,18.05337,3.6,6.7,163.3,298,0,9,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 10:00:00,18.10654,4.2,7.4,163.8,438,0,10,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 11:00:00,18.06885,4.2,7.7,161.7,450,0,11,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 12:00:00,19.67645,4.2,7.9,157.2,494,0,12,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 13:00:00,21.18137,4.3,7.8,157.2,465,0,13,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 14:00:00,24.8843,4.0,7.4,158.0,489,0,14,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 15:00:00,30.83147,3.8,7.1,157.1,459,0,15,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 16:00:00,31.36706,3.7,7.1,156.2,451,0,16,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 17:00:00,31.35485,3.5,6.5,155.6,403,0,17,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 18:00:00,33.89734,3.4,6.3,152.2,326,0,18,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 19:00:00,34.004090000000005,3.0,5.0,144.8,329,0,19,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 20:00:00,28.485359999999996,2.3,4.3,138.8,224,0,20,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 21:00:00,28.44074,1.8,4.6,142.3,156,0,21,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 22:00:00,28.579890000000002,1.6,4.3,142.0,122,0,22,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-13 23:00:00,26.22687,1.3,4.1,135.7,122,0,23,5,1,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 00:00:00,20.34422,1.9,3.2,135.7,67,0,0,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 01:00:00,20.34422,1.6,4.3,145.9,44,0,1,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 02:00:00,19.351670000000002,1.2,3.9,149.1,40,0,2,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 03:00:00,18.81632,1.0,4.0,150.2,40,0,3,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 04:00:00,18.87135,0.8,4.3,149.8,64,0,4,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 05:00:00,16.9224,0.8,4.7,156.4,86,0,5,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 06:00:00,18.48725,0.6,4.3,159.5,106,0,6,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 07:00:00,20.08697,0.4,3.8,164.7,78,0,7,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 08:00:00,20.72091,0.4,4.2,169.1,116,0,8,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 09:00:00,19.852929999999997,1.5,3.9,171.9,184,0,9,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 10:00:00,20.01011,2.8,4.6,178.3,282,0,10,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-01-14 11:00:00,19.3817,3.5,5.1,183.3,338,0,11,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 12:00:00,18.55096,3.8,5.0,189.5,375,0,12,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 13:00:00,21.9717,3.7,4.9,190.6,445,0,13,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 14:00:00,20.74857,2.8,4.5,184.9,462,0,14,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 15:00:00,17.96296,1.7,5.3,183.2,473,0,15,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 16:00:00,20.29759,1.8,5.7,185.5,371,0,16,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 17:00:00,19.6106,1.9,6.8,187.9,249,0,17,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 18:00:00,18.10236,1.9,7.4,197.9,257,0,18,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 19:00:00,17.31875,2.0,7.5,200.9,262,0,19,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 20:00:00,16.48722,2.1,8.5,196.2,192,0,20,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 21:00:00,14.73112,3.2,9.3,200.0,124,0,21,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 22:00:00,12.580630000000001,4.2,10.2,202.7,80,0,22,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-14 23:00:00,11.066469999999999,5.0,11.3,199.2,74,0,23,6,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 00:00:00,9.6872,6.0,11.0,209.2,59,0,0,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 01:00:00,9.49386,6.8,11.2,209.9,30,0,1,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 02:00:00,8.68088,7.4,10.8,217.9,8,0,2,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 03:00:00,6.63475,7.7,10.3,215.4,26,0,3,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 04:00:00,5.563359999999999,7.9,8.3,220.7,80,0,4,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 05:00:00,6.541919999999999,8.1,6.4,214.0,124,0,5,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 06:00:00,10.881969999999999,8.3,6.3,224.4,230,0,6,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 07:00:00,16.65437,8.5,6.3,240.1,491,0,7,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 08:00:00,25.14689,8.3,6.6,242.5,618,0,8,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 09:00:00,35.3027,7.9,6.8,255.4,523,0,9,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 10:00:00,35.631009999999996,7.7,7.9,264.5,371,0,10,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 11:00:00,37.36492,7.4,7.9,278.0,556,0,11,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-15 12:00:00,24.518929999999997,6.8,7.5,267.8,459,0,12,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 13:00:00,23.35584,6.8,8.3,272.2,526,0,13,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-15 14:00:00,21.6358,6.3,6.1,270.0,485,0,14,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 15:00:00,28.8904,5.3,7.3,265.4,537,0,15,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 16:00:00,38.28052,5.0,8.0,265.3,612,0,16,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 17:00:00,42.83421,5.0,7.6,263.7,684,0,17,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 18:00:00,46.13397,4.9,7.3,264.6,472,0,18,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 19:00:00,43.472590000000004,4.5,8.8,261.6,258,0,19,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 20:00:00,33.932109999999994,3.9,8.9,262.8,190,0,20,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 21:00:00,31.097690000000004,3.6,8.7,264.3,154,0,21,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 22:00:00,25.24165,3.9,9.2,269.9,124,0,22,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-15 23:00:00,10.23907,3.8,9.3,272.2,64,0,23,0,1,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 00:00:00,9.23427,3.7,6.0,262.1,29,0,0,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 01:00:00,9.23427,3.7,6.0,262.1,24,0,1,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 02:00:00,7.02205,3.8,6.6,273.6,12,0,2,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 03:00:00,11.45989,3.7,7.3,281.3,34,0,3,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 04:00:00,14.14231,3.1,6.9,274.9,102,0,4,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 05:00:00,16.73431,3.4,7.4,274.9,150,0,5,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 06:00:00,34.09642,3.1,7.3,267.8,218,0,6,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 07:00:00,65.97456,3.1,8.7,266.7,560,0,7,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 08:00:00,52.02597,2.9,9.8,263.5,654,0,8,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 09:00:00,52.543459999999996,3.0,8.8,268.4,506,0,9,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 10:00:00,27.99655,3.5,10.3,269.5,394,0,10,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 11:00:00,30.9988,3.6,10.3,271.7,461,0,11,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 12:00:00,23.35971,3.6,10.7,269.2,515,0,12,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 13:00:00,28.38069,3.1,9.8,264.0,432,0,13,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 14:00:00,36.45762,2.8,9.5,266.4,470,0,14,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 15:00:00,42.040009999999995,2.5,10.3,265.7,492,0,15,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 16:00:00,40.391090000000005,1.8,9.3,261.2,664,0,16,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 17:00:00,37.31512,2.0,9.2,263.8,614,0,17,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 18:00:00,33.66527,1.9,9.1,269.0,502,0,18,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-16 19:00:00,37.92933,1.9,9.9,271.4,312,0,19,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 20:00:00,35.653209999999994,1.7,10.3,272.9,210,0,20,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 21:00:00,22.95725,1.6,9.9,275.2,118,0,21,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 22:00:00,10.39598,1.0,9.7,275.5,125,0,22,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-16 23:00:00,10.00094,1.2,7.3,277.8,69,0,23,1,1,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 00:00:00,7.35226,1.7,7.5,271.6,41,0,0,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 01:00:00,5.3977,1.8,6.3,277.5,20,0,1,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 02:00:00,4.05007,2.5,8.4,289.1,18,0,2,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 03:00:00,3.71138,2.5,9.3,290.3,22,0,3,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 04:00:00,3.51891,2.8,9.5,289.5,86,0,4,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 05:00:00,4.19989,2.9,10.3,290.3,126,0,5,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 06:00:00,10.38113,3.0,8.1,292.5,199,0,6,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 07:00:00,19.34797,3.2,6.1,288.8,537,0,7,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 08:00:00,24.16252,3.3,7.4,297.1,760,0,8,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 09:00:00,29.09716,3.7,8.4,283.9,574,0,9,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 10:00:00,26.99506,4.0,8.4,284.8,431,0,10,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 11:00:00,18.13074,4.2,7.5,289.9,415,0,11,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 12:00:00,25.52879,4.4,9.0,288.0,504,0,12,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 13:00:00,30.18532,4.2,7.9,287.2,503,0,13,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 14:00:00,28.51618,4.2,7.1,289.6,550,0,14,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 15:00:00,46.92581,3.8,6.4,274.1,596,0,15,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-01-17 16:00:00,56.85646,3.4,7.3,267.7,618,0,16,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-01-17 17:00:00,47.50966,3.5,5.8,254.0,706,0,17,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
