,NO2,temp,ws,wd,Volume,Lockdown,hour,day_of_week,month,day,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,wd_1,wd_2,wd_3,wd_4
2016-07-21 00:00:00,23.830389999999998,12.2,2.5,219.3,47,0,0,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 01:00:00,16.47491,12.3,2.4,220.0,26,0,1,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 02:00:00,17.09345,12.1,2.9,225.5,44,0,2,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 03:00:00,17.29187,11.5,2.7,223.2,34,0,3,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 04:00:00,18.67174,11.2,2.3,209.1,50,0,4,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 05:00:00,16.538339999999998,11.2,2.2,205.8,84,0,5,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 06:00:00,21.777639999999998,11.0,2.5,196.0,232,0,6,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 07:00:00,21.68297,11.4,2.8,193.1,537,0,7,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 08:00:00,15.6409,11.9,2.7,204.3,686,0,8,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 09:00:00,15.136479999999999,13.2,2.2,194.1,493,0,9,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 10:00:00,12.5766,16.5,2.5,204.5,535,0,10,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 11:00:00,13.74753,18.3,2.3,223.7,525,0,11,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 12:00:00,12.22996,19.6,3.0,214.0,506,0,12,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 13:00:00,19.21489,18.5,2.9,236.4,519,0,13,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 14:00:00,20.38916,18.2,2.9,287.8,597,0,14,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-21 15:00:00,25.23592,17.1,3.4,266.5,586,0,15,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 16:00:00,35.65808,16.5,1.9,245.3,764,0,16,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 17:00:00,30.422140000000002,16.0,2.4,206.8,720,0,17,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 18:00:00,15.93113,15.6,2.6,213.5,604,0,18,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 19:00:00,21.74034,15.3,2.7,215.7,452,0,19,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 20:00:00,23.69683,14.9,2.5,214.9,324,0,20,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 21:00:00,32.85388,14.6,2.2,191.9,168,0,21,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-21 22:00:00,17.83311,14.5,2.5,161.8,187,0,22,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-21 23:00:00,18.07695,14.5,2.6,166.2,92,0,23,3,7,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-22 00:00:00,12.9591,13.2,2.8,168.0,61,0,0,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-22 01:00:00,7.2267,13.4,3.2,178.5,46,0,1,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-22 02:00:00,5.90915,13.3,2.8,184.4,38,0,2,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 03:00:00,12.656930000000001,12.9,2.5,180.9,32,0,3,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 04:00:00,17.942120000000003,12.5,2.5,174.1,72,0,4,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-22 05:00:00,16.47523,12.4,2.5,150.8,128,0,5,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-22 06:00:00,17.62464,12.8,2.3,151.4,202,0,6,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-22 07:00:00,17.52519,14.7,2.0,196.5,433,0,7,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 08:00:00,15.466870000000002,15.8,2.3,226.7,540,0,8,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 09:00:00,10.5723,17.2,2.3,230.9,542,0,9,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 10:00:00,10.86683,18.9,2.8,230.8,540,0,10,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 11:00:00,13.3612,20.0,2.9,231.9,517,0,11,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 12:00:00,15.45969,20.7,3.3,228.0,615,0,12,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 13:00:00,15.99567,21.2,3.4,238.4,530,0,13,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 14:00:00,19.11735,21.6,3.4,256.0,593,0,14,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 15:00:00,21.365489999999998,21.1,3.5,284.4,619,0,15,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-22 16:00:00,24.11041,20.4,3.2,314.2,747,0,16,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-22 17:00:00,24.2462,19.6,2.1,334.3,612,0,17,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-22 18:00:00,14.5154,17.9,2.7,311.8,539,0,18,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-22 19:00:00,12.99496,16.7,2.2,317.7,367,0,19,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-22 20:00:00,11.57732,16.2,1.2,300.4,342,0,20,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-22 21:00:00,16.75159,14.9,2.0,265.5,184,0,21,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 22:00:00,20.951439999999998,13.9,0.8,260.6,188,0,22,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-22 23:00:00,22.47522,13.9,0.3,262.2,166,0,23,4,7,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 00:00:00,19.61906,11.7,2.2,106.5,119,0,0,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-23 01:00:00,13.10317,11.7,2.4,119.0,70,0,1,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-23 02:00:00,13.93017,11.9,1.4,140.9,44,0,2,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-23 03:00:00,21.40853,12.0,1.0,194.6,46,0,3,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 04:00:00,29.66335,11.9,0.5,234.8,66,0,4,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 05:00:00,27.40182,11.8,0.3,251.8,182,0,5,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 06:00:00,17.03751,12.0,0.6,299.9,90,0,6,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-23 07:00:00,30.682240000000004,12.2,0.6,23.4,157,0,7,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016-07-23 08:00:00,26.775,12.6,0.6,7.6,219,0,8,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016-07-23 09:00:00,20.10755,13.8,0.3,298.3,386,0,9,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-23 10:00:00,13.8771,15.7,1.1,272.0,384,0,10,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-23 11:00:00,14.449420000000002,18.0,1.7,272.4,436,0,11,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-23 12:00:00,12.73677,19.1,1.6,257.2,491,0,12,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 13:00:00,9.00835,19.3,2.1,246.5,453,0,13,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 14:00:00,13.948820000000001,19.5,2.5,241.6,418,0,14,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 15:00:00,17.47929,19.1,3.1,234.8,444,0,15,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 16:00:00,16.2486,18.5,3.1,230.3,372,0,16,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 17:00:00,12.329410000000001,18.0,2.2,235.2,380,0,17,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 18:00:00,11.20151,17.6,1.7,221.8,332,0,18,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-23 19:00:00,12.61533,16.2,1.7,170.5,268,0,19,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-23 20:00:00,9.58258,14.7,3.0,141.8,212,0,20,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-23 21:00:00,9.8728,13.9,2.9,141.9,182,0,21,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-23 22:00:00,13.29618,13.2,2.4,166.8,124,0,22,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-23 23:00:00,19.01742,12.9,2.2,186.7,124,0,23,5,7,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 00:00:00,36.13159,11.3,3.0,138.2,69,0,0,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-24 01:00:00,26.271379999999997,10.9,2.5,139.6,74,0,1,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-24 02:00:00,21.02124,11.2,2.4,166.7,62,0,2,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-24 03:00:00,16.280160000000002,11.2,2.1,165.9,80,0,3,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-24 04:00:00,14.624889999999999,11.2,1.9,170.8,68,0,4,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-24 05:00:00,15.61413,11.1,2.5,146.3,74,0,5,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-24 06:00:00,9.50034,11.6,2.5,156.5,98,0,6,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-24 07:00:00,7.15227,13.8,2.4,201.3,134,0,7,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 08:00:00,6.56705,14.4,2.7,202.1,151,0,8,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 09:00:00,5.39038,14.9,3.0,197.7,235,0,9,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 10:00:00,8.71765,15.7,2.9,190.3,428,0,10,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 11:00:00,13.717410000000001,17.1,3.4,202.2,405,0,11,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 12:00:00,9.510860000000001,16.5,3.7,206.5,443,0,12,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 13:00:00,7.108280000000001,16.4,3.2,194.4,386,0,13,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 14:00:00,7.7934399999999995,16.4,3.4,194.3,418,0,14,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 15:00:00,7.6887300000000005,16.2,3.7,194.3,462,0,15,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 16:00:00,7.15084,16.1,4.3,189.2,438,0,16,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 17:00:00,7.052339999999999,15.7,4.1,191.3,394,0,17,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 18:00:00,8.03154,15.6,3.7,182.3,283,0,18,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 19:00:00,12.91894,15.5,3.4,204.0,258,0,19,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 20:00:00,15.89335,14.4,3.3,201.2,231,0,20,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 21:00:00,15.603129999999998,14.5,3.9,220.9,184,0,21,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 22:00:00,8.26487,13.9,3.9,228.5,142,0,22,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-24 23:00:00,7.68203,13.6,3.2,242.0,97,0,23,6,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 00:00:00,8.34934,12.4,3.6,240.3,61,0,0,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 01:00:00,14.66505,12.4,3.7,248.9,14,0,1,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 02:00:00,15.594529999999999,12.1,4.0,250.3,26,0,2,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 03:00:00,9.28662,11.9,3.8,258.4,46,0,3,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 04:00:00,21.56296,11.9,3.1,247.9,76,0,4,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 05:00:00,25.550520000000002,11.9,3.3,245.4,109,0,5,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 06:00:00,22.753970000000002,11.9,3.4,244.2,179,0,6,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 07:00:00,14.831439999999999,13.2,3.5,249.0,502,0,7,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 08:00:00,12.07648,15.2,4.4,258.8,614,0,8,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 09:00:00,13.294270000000001,16.0,4.5,254.7,492,0,9,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 10:00:00,11.18334,16.7,4.4,250.6,417,0,10,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 11:00:00,14.179279999999999,17.1,4.4,260.0,513,0,11,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 12:00:00,18.5393,17.7,4.6,273.6,562,0,12,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-25 13:00:00,12.70808,17.8,4.8,278.0,525,0,13,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-25 14:00:00,17.910079999999997,18.1,4.9,287.0,516,0,14,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-25 15:00:00,20.007620000000003,18.0,5.1,290.2,615,0,15,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-25 16:00:00,17.450129999999998,17.8,4.5,296.9,687,0,16,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-25 17:00:00,22.67699,16.4,2.7,277.8,657,0,17,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-25 18:00:00,18.79366,15.4,2.5,252.9,462,0,18,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 19:00:00,30.00856,14.1,2.1,238.4,310,0,19,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 20:00:00,37.41137,12.9,2.1,240.7,278,0,20,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 21:00:00,27.92298,11.8,2.7,238.0,170,0,21,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 22:00:00,20.300710000000002,10.8,2.4,222.5,90,0,22,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-25 23:00:00,16.0497,10.2,2.7,189.6,92,0,23,0,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 00:00:00,15.185889999999999,9.7,3.1,172.4,47,0,0,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2016-07-26 01:00:00,15.905629999999999,10.8,3.2,181.7,14,0,1,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 02:00:00,14.768329999999999,11.1,3.3,191.8,42,0,2,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 03:00:00,15.17043,11.3,3.0,191.8,28,0,3,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 04:00:00,13.7547,11.3,3.3,197.9,78,0,4,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 05:00:00,15.6825,11.3,3.4,219.9,102,0,5,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 06:00:00,20.28015,12.2,2.8,198.5,207,0,6,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 07:00:00,22.43076,15.3,3.5,248.9,477,0,7,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 08:00:00,17.13743,15.8,4.0,256.8,618,0,8,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 09:00:00,16.34423,15.7,3.5,266.4,452,0,9,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 10:00:00,18.14341,18.0,3.0,270.8,434,0,10,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-26 11:00:00,19.24118,19.1,3.6,255.6,404,0,11,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 12:00:00,14.427420000000001,19.8,5.1,261.3,514,0,12,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 13:00:00,16.43459,20.1,5.2,254.4,474,0,13,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 14:00:00,16.43459,20.1,5.2,254.4,545,0,14,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 15:00:00,17.40375,18.2,4.9,240.3,590,0,15,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 16:00:00,23.62368,18.0,3.8,230.9,753,0,16,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 17:00:00,24.939,16.6,4.3,214.8,680,0,17,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 18:00:00,13.5668,15.8,4.6,221.0,564,0,18,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 19:00:00,11.059989999999999,15.4,4.4,193.7,368,0,19,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 20:00:00,8.50967,15.3,5.6,213.0,324,0,20,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 21:00:00,7.433889999999999,15.2,5.8,212.5,162,0,21,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 22:00:00,4.98923,15.2,5.3,205.6,128,0,22,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-26 23:00:00,4.2075,15.2,5.9,200.3,59,0,23,1,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-27 00:00:00,3.32775,15.3,5.9,210.7,55,0,0,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-27 01:00:00,4.56705,15.2,6.2,216.2,30,0,1,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-27 02:00:00,3.6681800000000004,15.2,5.5,229.3,18,0,2,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-27 03:00:00,4.749219999999999,15.2,4.6,244.6,66,0,3,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-27 04:00:00,13.80729,14.9,3.7,253.9,48,0,4,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2016-07-27 05:00:00,14.532129999999999,14.7,3.6,282.4,104,0,5,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-27 06:00:00,16.75972,15.1,3.4,290.5,210,0,6,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-27 07:00:00,22.866329999999998,15.5,3.7,312.7,479,0,7,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-27 08:00:00,14.6574,17.0,4.3,303.7,617,0,8,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-27 09:00:00,10.39253,18.5,4.9,307.3,466,0,9,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-27 10:00:00,10.39253,18.5,4.9,307.3,400,0,10,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016-07-27 11:00:00,10.39253,18.5,4.9,307.3,423,0,11,2,7,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
